RefId,PurchDate,Auction,VehicleAge,Make,Model,Trim,Color,Transmission,WheelType,VehOdo,Size,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNST,VehBCost,IsOnlineSale,WarrantyCost,AverageAcquisitionPrice,AverageCurrentPrice,PriceDiff,DepreciationValue,MilesPerYear,EngineSize,WheelDrives,Cylinders,NumDoors,Litres
103479,0,1,7,6,178,116,13,1,2,106920,1,2671.0,3516.0,5442.0,6537.0,3007.0,4076.0,6207.0,7308.0,32,4065.0,0,1750,4541.5,5149.5,13.0,-1.0,15000.0,0,3,2,2,-1.0
103480,0,1,9,16,16,53,3,1,2,98501,6,2853.0,4060.0,5510.0,6646.0,2712.0,3276.0,5024.0,5625.0,32,3565.0,0,2074,4767.25,4159.25,-13.0,-3.0,11000.0,1,3,2,4,-1.0
103481,0,1,4,3,114,48,3,1,0,57948,1,4619.0,5785.0,7751.0,9002.0,4619.0,5785.0,7751.0,9002.0,32,6185.0,0,671,6789.25,6789.25,0.0,-2.0,14000.0,0,3,2,4,-1.0
103482,0,1,5,5,0,83,13,1,1,57005,5,8662.0,10629.0,12764.0,14798.0,7951.0,9968.0,12338.0,14730.0,32,11425.0,0,754,11713.25,11246.75,-4.0,-0.0,11000.0,0,0,2,-1,4.7
103483,0,1,8,4,377,7,14,2,2,85560,6,2307.0,3132.0,5575.0,6127.0,3079.0,3946.0,5944.0,7647.0,32,2340.0,0,1803,4285.25,5154.0,20.0,-6.0,11000.0,0,3,2,4,-1.0
103484,3,1,6,3,508,60,14,1,1,85716,7,5547.0,6859.0,9225.0,11057.0,5862.0,7097.0,9707.0,11355.0,32,7800.0,0,1243,8172.0,8505.25,4.0,-1.0,14000.0,0,0,1,4,4.2
103485,3,1,3,5,0,55,2,1,3,83428,5,13365.0,16108.0,19736.0,23787.0,14020.0,15730.0,18291.0,19924.0,32,10050.0,0,983,18249.0,16991.25,-7.0,-15.0,28000.0,0,0,2,-1,5.7
103486,3,1,3,5,105,7,3,1,2,78091,10,9462.0,10701.0,13311.0,14691.0,10377.0,12101.0,13679.0,15302.0,32,9915.0,0,1389,12041.25,12864.75,7.0,-6.0,26000.0,1,3,2,4,2.7
103487,3,1,3,8,25,53,14,1,2,92311,6,9377.0,10803.0,13120.0,14402.0,10826.0,12170.0,13937.0,15227.0,32,9615.0,0,620,11925.5,13040.0,9.0,-6.0,31000.0,0,3,0,4,-1.0
103488,3,1,3,4,428,7,2,1,2,55885,6,7104.0,8176.0,10660.0,11655.0,6974.0,8372.0,10639.0,12771.0,32,7700.0,0,920,9398.75,9689.0,3.0,-6.0,19000.0,0,3,0,4,-1.0
103489,3,1,4,27,55,105,7,1,1,73859,3,13637.0,15029.0,18649.0,20496.0,14962.0,16620.0,19321.0,21405.0,32,12525.0,0,569,16952.75,18077.0,7.0,-7.0,18000.0,0,3,2,4,-1.0
103490,3,1,4,3,114,48,2,1,2,102028,1,4508.0,5687.0,7631.0,8897.0,5276.0,6597.0,8227.0,9822.0,32,4165.0,0,970,6680.75,7480.5,12.0,-9.0,26000.0,0,3,2,4,-1.0
103491,3,1,3,22,208,7,15,1,2,68692,6,6495.0,7753.0,9997.0,11080.0,7799.0,8971.0,10822.0,11929.0,32,8200.0,0,923,8831.25,9880.25,12.0,-2.0,23000.0,0,3,0,4,-1.0
103492,3,1,9,16,511,53,3,1,1,70496,8,4266.0,5464.0,7219.0,8503.0,3812.0,4657.0,6471.0,7339.0,32,6485.0,0,1689,6363.0,5569.75,-12.0,0.0,8000.0,1,1,2,4,-1.0
103493,3,1,5,22,228,7,14,1,1,86590,3,4663.0,5921.0,8029.0,9272.0,4655.0,6108.0,8246.0,10075.0,32,6185.0,0,2152,6971.25,7271.0,4.0,-2.0,17000.0,0,3,2,4,-1.0
103494,2,2,5,5,96,75,5,1,2,71355,12,3831.0,5124.0,4637.0,6034.0,3195.0,4283.0,6865.0,8423.0,32,6240.0,0,1623,4906.5,5691.5,16.0,5.0,14000.0,1,2,2,-1,3.3
103495,2,2,3,1,271,12,14,1,2,87177,3,10106.0,12828.0,11414.0,14354.0,9622.0,11919.0,13674.0,15692.0,32,7840.0,0,1633,12175.5,12726.75,5.0,-12.0,29000.0,1,3,2,4,-1.0
103496,2,2,5,3,474,2,7,1,1,80677,4,9727.0,11064.0,11005.0,12449.0,8603.0,10288.0,9791.0,11611.0,32,11175.0,0,1763,11061.25,10073.25,-9.0,0.0,16000.0,0,0,2,4,5.3
103497,3,2,4,5,95,75,14,1,2,89090,12,4988.0,6388.0,7573.0,9695.0,5858.0,7059.0,9736.0,10689.0,32,5985.0,0,1763,7161.0,8335.5,16.0,-4.0,22000.0,1,2,2,-1,3.3
103498,3,2,7,6,135,7,1,1,2,66800,3,3135.0,4946.0,5238.0,7914.0,4283.0,5296.0,6783.0,8427.0,32,5765.0,0,833,5308.25,6197.25,17.0,1.0,10000.0,0,3,2,4,-1.0
103499,3,2,5,4,363,7,3,1,1,72099,2,5875.0,7032.0,8860.0,10404.0,7519.0,8732.0,10607.0,11917.0,32,7685.0,0,1389,8042.75,9693.75,21.0,-1.0,14000.0,0,2,2,4,-1.0
103500,3,2,7,3,291,7,14,1,0,55610,6,2809.0,3791.0,5705.0,6873.0,2961.0,3909.0,5940.0,6725.0,32,4165.0,0,1966,4794.5,4883.75,2.0,-2.0,8000.0,1,3,2,4,-1.0
103501,3,2,6,16,312,122,15,1,1,79854,6,5006.0,6518.0,8435.0,10184.0,4957.0,5923.0,8416.0,9197.0,32,6880.0,0,1272,7535.75,7123.25,-5.0,-1.0,13000.0,0,3,2,4,-1.0
103502,3,2,6,8,150,22,10,2,1,70771,8,6826.0,7653.0,10235.0,11083.0,5952.0,7436.0,8730.0,11112.0,32,7580.0,0,686,8949.25,8307.5,-7.0,-3.0,12000.0,0,0,2,4,-1.0
103503,1,2,7,23,264,46,15,1,2,67559,6,4254.0,5289.0,6717.0,7680.0,3840.0,5032.0,6580.0,7748.0,32,5865.0,0,2198,5985.0,5800.0,-3.0,-0.0,10000.0,0,3,2,4,-1.0
103504,1,2,5,6,164,107,15,1,1,87406,8,7049.0,8885.0,10414.0,12135.0,6497.0,7981.0,10087.0,11905.0,32,7195.0,0,983,9620.75,9117.5,-5.0,-5.0,17000.0,1,0,2,4,3.0
103505,1,2,2,23,52,104,7,1,2,57525,6,10291.0,11426.0,14167.0,15149.0,9999.0,11331.0,13633.0,15005.0,32,8795.0,0,1003,12758.25,12492.0,-2.0,-16.0,29000.0,1,3,2,4,-1.0
103506,1,2,7,7,156,82,15,1,1,84160,7,6103.0,7364.0,10175.0,11675.0,5963.0,7073.0,9564.0,10964.0,32,9285.0,0,1543,8829.25,8391.0,-5.0,1.0,12000.0,0,0,1,4,4.2
103507,1,2,5,23,532,0,14,1,0,81711,7,5651.0,6843.0,9017.0,10876.0,5589.0,6802.0,8736.0,10581.0,32,6585.0,0,1763,8096.75,7927.0,-2.0,-4.0,16000.0,0,0,0,4,2.2
103508,1,2,4,13,434,22,14,1,2,61531,12,8944.0,11227.0,12844.0,15132.0,7693.0,9229.0,12483.0,17225.0,32,7685.0,0,1215,12036.75,11657.5,-3.0,-9.0,15000.0,0,3,2,4,-1.0
103509,1,2,4,9,447,28,15,1,1,63932,6,6685.0,7740.0,9177.0,10586.0,6234.0,7284.0,9426.0,10526.0,32,7285.0,0,728,8547.0,8367.5,-2.0,-4.0,16000.0,0,3,0,4,-1.0
103510,1,2,4,5,96,7,15,1,2,80886,12,6900.0,8718.0,10050.0,12417.0,5883.0,7841.0,10518.0,12522.0,32,6885.0,0,1763,9521.25,9191.0,-3.0,-7.0,20000.0,1,2,2,-1,3.3
103511,1,2,7,6,484,75,5,1,1,72861,6,2888.0,3857.0,5535.0,6834.0,2327.0,3408.0,5783.0,6693.0,32,4175.0,0,1220,4778.5,4552.75,-5.0,-2.0,10000.0,0,3,2,4,-1.0
103512,1,2,4,3,241,48,2,1,2,75973,3,6776.0,8079.0,10173.0,11634.0,6717.0,8001.0,10459.0,11905.0,32,7485.0,0,1974,9165.5,9270.5,1.0,-5.0,19000.0,0,3,2,4,-1.0
103513,1,2,7,5,0,55,15,1,1,75456,5,8416.0,10431.0,12040.0,13865.0,7809.0,9750.0,11485.0,13234.0,32,9485.0,0,1220,11188.0,10569.5,-6.0,-2.0,11000.0,0,0,2,-1,5.7
103514,0,2,2,3,116,48,5,1,2,50436,1,5800.0,6844.0,6764.0,7892.0,6083.0,6869.0,9377.0,10407.0,33,5960.0,1,671,6825.0,8184.0,20.0,-6.0,25000.0,0,3,2,4,-1.0
103515,0,2,1,3,245,49,3,1,1,87013,3,9067.0,10415.0,10292.0,11748.0,10201.0,11786.0,13807.0,15689.0,33,7275.0,0,2152,10380.5,12870.75,24.0,-30.0,87000.0,1,3,2,4,3.5
103516,0,2,4,3,296,48,5,1,0,67548,6,5169.0,6472.0,6083.0,7490.0,5169.0,6472.0,6083.0,7490.0,33,5150.0,1,1118,6303.5,6303.5,0.0,-5.0,17000.0,1,3,2,4,-1.0
103517,0,2,3,22,525,7,14,1,1,78759,6,5815.0,7295.0,6780.0,8379.0,7528.0,8645.0,11228.0,12720.0,33,6615.0,0,569,7067.25,10030.25,42.0,-2.0,26000.0,0,3,2,4,-1.0
103518,0,2,3,22,228,7,14,1,1,75447,3,6468.0,8074.0,7485.0,9220.0,6960.0,8321.0,10293.0,11912.0,33,5050.0,0,1974,7811.75,9371.5,20.0,-12.0,25000.0,0,3,2,4,-1.0
103519,0,2,4,12,281,95,14,2,3,65198,8,5622.0,6668.0,6572.0,7701.0,5011.0,5750.0,8753.0,9643.0,33,5215.0,0,630,6640.75,7289.25,10.0,-5.0,16000.0,0,0,0,4,-1.0
103520,0,2,4,5,140,86,2,1,1,70281,7,9031.0,10803.0,10253.0,12167.0,8667.0,10249.0,12344.0,13754.0,33,10730.0,0,1623,10563.5,11253.5,7.0,0.0,18000.0,2,1,2,4,4.7
103521,0,2,2,3,241,49,8,1,1,81809,3,7744.0,9299.0,8864.0,10543.0,8955.0,10265.0,12508.0,14372.0,33,6565.0,0,2152,9112.5,11525.0,26.0,-14.0,41000.0,1,3,2,4,3.5
103522,0,2,5,7,156,82,7,1,1,69349,7,6510.0,7733.0,7531.0,8852.0,6655.0,8088.0,10401.0,12275.0,33,6965.0,1,1020,7656.5,9354.75,22.0,-2.0,14000.0,0,0,1,4,4.2
103523,0,2,3,6,177,75,15,1,1,82471,3,6308.0,7436.0,7313.0,8531.0,6919.0,8072.0,10513.0,11798.0,33,5365.0,1,1633,7397.0,9325.5,26.0,-9.0,27000.0,0,3,2,4,-1.0
103524,0,2,3,6,484,75,7,1,1,96265,6,3911.0,5092.0,4724.0,5999.0,3920.0,4934.0,7557.0,8721.0,33,4050.0,1,1053,4931.5,6283.0,27.0,-6.0,32000.0,0,3,2,4,-1.0
103525,3,2,7,3,508,48,3,1,1,90075,7,4894.0,5915.0,8278.0,9537.0,5182.0,6149.0,8336.0,9281.0,33,7230.0,0,2651,7156.0,7237.0,1.0,0.0,13000.0,0,1,1,4,4.2
103526,3,2,4,5,140,83,7,1,1,85106,7,6942.0,8575.0,10836.0,12591.0,7068.0,8603.0,11252.0,12599.0,33,6515.0,0,1503,9736.0,9880.5,1.0,-8.0,21000.0,2,0,2,4,4.7
103527,3,2,2,6,484,75,3,1,2,79788,6,4952.0,6000.0,8449.0,9744.0,5147.0,6155.0,9050.0,10823.0,33,3950.0,1,920,7286.25,7793.75,7.0,-23.0,40000.0,0,3,2,4,-1.0
103528,3,2,5,6,196,77,6,1,1,84015,12,4516.0,5975.0,8485.0,9835.0,5738.0,6993.0,9180.0,10400.0,33,5145.0,1,1633,7202.75,8077.75,12.0,-6.0,17000.0,1,2,2,-1,3.9
103529,3,2,4,3,517,48,15,1,2,60325,12,4936.0,5715.0,8358.0,9279.0,6437.0,7915.0,9750.0,11757.0,33,6760.0,1,1801,7072.0,8964.75,27.0,-1.0,15000.0,1,2,2,-1,3.5
103530,3,2,6,8,25,53,14,1,2,87169,6,6822.0,7793.0,10743.0,12272.0,6885.0,7882.0,10222.0,11499.0,33,8175.0,1,594,9407.5,9122.0,-3.0,-2.0,15000.0,0,3,0,4,-1.0
103531,3,2,6,3,508,60,7,1,1,82884,7,5877.0,7204.0,9685.0,10995.0,6716.0,7958.0,9993.0,11438.0,33,6660.0,1,1243,8440.25,9026.25,7.0,-4.0,14000.0,0,0,1,4,4.2
103532,3,2,4,3,291,49,3,1,0,85813,6,6368.0,7954.0,10110.0,11775.0,6368.0,7954.0,10110.0,11775.0,33,5235.0,0,1373,9051.75,9051.75,0.0,-11.0,21000.0,1,3,2,4,-1.0
103533,3,2,6,3,291,15,15,1,1,71963,6,2726.0,3621.0,5924.0,6953.0,2726.0,3621.0,5924.0,6953.0,33,3745.0,0,1155,4806.0,4806.0,0.0,-4.0,12000.0,0,3,0,4,-1.0
103534,3,2,5,22,208,7,15,1,1,60548,6,5511.0,6599.0,9418.0,10237.0,6084.0,7383.0,8907.0,10147.0,33,7060.0,0,1118,7941.25,8130.25,2.0,-2.0,12000.0,1,3,2,4,-1.0
103535,3,2,5,23,264,46,13,1,1,52367,6,4224.0,5791.0,7780.0,9100.0,4996.0,6440.0,8622.0,12132.0,33,6610.0,0,1666,6723.75,8047.5,20.0,-0.0,10000.0,0,3,2,4,-1.0
103536,3,2,4,5,95,91,14,1,1,70411,12,6328.0,8186.0,9604.0,12421.0,8007.0,8628.0,11380.0,11986.0,33,6160.0,0,1623,9134.75,10000.25,9.0,-8.0,18000.0,1,2,2,-1,3.3
103537,3,2,4,3,232,48,8,1,2,70243,6,5222.0,6311.0,9432.0,10639.0,5906.0,7043.0,9398.0,10850.0,33,6510.0,0,803,7901.0,8299.25,5.0,-4.0,18000.0,0,3,2,4,2.2
103538,3,2,4,3,517,48,6,1,2,79369,12,5286.0,6593.0,8463.0,10501.0,6542.0,8868.0,10360.0,13152.0,33,6160.0,0,2091,7710.75,9730.5,26.0,-5.0,20000.0,1,2,2,-1,3.5
103539,3,2,5,9,513,30,13,1,1,79571,8,7026.0,8140.0,10777.0,11943.0,7024.0,8473.0,10353.0,13049.0,33,7575.0,0,1389,9471.5,9724.75,3.0,-4.0,16000.0,1,0,2,4,-1.0
103540,3,2,3,5,80,91,14,1,2,73220,6,7536.0,8974.0,11402.0,12842.0,7667.0,9147.0,10865.0,12326.0,33,6310.0,0,920,10188.5,10001.25,-2.0,-13.0,24000.0,0,3,2,4,-1.0
103541,1,2,6,12,281,95,2,1,0,71151,8,6332.0,7652.0,9827.0,11253.0,6348.0,7672.0,9844.0,11274.0,33,8825.0,0,920,8766.0,8784.5,0.0,0.0,12000.0,1,1,2,4,-1.0
103542,1,2,4,19,214,21,3,1,3,63614,6,6458.0,7606.0,10886.0,12821.0,6850.0,8032.0,9929.0,11142.0,33,7825.0,0,533,9442.75,8988.25,-5.0,-4.0,16000.0,0,3,0,4,-1.0
103543,1,2,4,27,427,7,2,1,1,65270,6,7928.0,9366.0,11075.0,13031.0,7407.0,9077.0,10917.0,12432.0,33,8225.0,0,533,10350.0,9958.25,-4.0,-5.0,16000.0,0,3,2,4,-1.0
103544,1,2,5,6,178,117,7,2,1,93213,1,3823.0,4718.0,6716.0,7818.0,3108.0,3957.0,6353.0,7168.0,33,4845.0,0,1341,5768.75,5146.5,-11.0,-3.0,19000.0,0,3,2,4,-1.0
103545,1,2,2,3,241,49,4,1,1,69915,3,9447.0,10827.0,13111.0,14966.0,8977.0,10417.0,12589.0,14246.0,33,8650.0,0,1703,12087.75,11557.25,-4.0,-14.0,35000.0,1,3,2,4,3.5
103546,1,2,4,6,172,105,7,1,3,86826,5,10452.0,11963.0,15056.0,16603.0,10082.0,11766.0,14677.0,16401.0,33,11150.0,0,1633,13518.5,13231.5,-2.0,-4.0,22000.0,2,1,2,-1,5.4
103547,1,2,5,5,349,91,7,2,1,63605,1,3748.0,4758.0,6731.0,7929.0,3799.0,4833.0,6792.0,8018.0,33,4145.0,0,630,5791.5,5860.5,1.0,-6.0,13000.0,0,3,2,4,-1.0
103548,1,2,4,23,253,3,13,1,0,69955,6,5205.0,6192.0,8219.0,9508.0,5282.0,6299.0,8319.0,9648.0,33,5095.0,0,728,7281.0,7387.0,1.0,-8.0,17000.0,0,3,2,4,-1.0
103549,1,2,4,3,291,49,13,1,2,83109,6,6970.0,8505.0,10208.0,11902.0,6192.0,7721.0,10022.0,11305.0,33,5910.0,0,1373,9396.25,8810.0,-6.0,-9.0,21000.0,1,3,2,4,-1.0
103550,1,2,3,13,407,22,14,1,1,53629,2,7334.0,8336.0,11323.0,11970.0,7469.0,8601.0,11109.0,12384.0,33,7875.0,0,671,9740.75,9890.75,2.0,-6.0,18000.0,1,3,2,4,-1.0
103551,1,2,5,19,272,21,14,1,2,57326,1,4413.0,5165.0,7232.0,8119.0,4144.0,5127.0,7233.0,8331.0,33,6710.0,0,505,6232.25,6208.75,-0.0,2.0,11000.0,0,3,2,4,-1.0
103552,1,2,5,3,291,48,15,1,1,72569,6,5394.0,6475.0,8549.0,9690.0,5016.0,6473.0,8404.0,10154.0,33,6510.0,0,1272,7527.0,7511.75,-0.0,-3.0,15000.0,1,3,2,4,-1.0
103553,1,2,3,5,353,91,14,1,1,76202,7,11237.0,12508.0,15288.0,16421.0,10877.0,12358.0,14076.0,15863.0,33,8275.0,0,686,13863.5,13293.5,-4.0,-13.0,25000.0,1,0,2,4,3.7
103554,1,2,3,3,161,48,14,1,1,90531,7,10513.0,12847.0,14540.0,16755.0,10735.0,12741.0,14869.0,16611.0,33,9775.0,0,1774,13663.75,13739.0,1.0,-9.0,30000.0,1,3,2,4,-1.0
103555,1,2,2,9,447,30,8,1,2,57923,6,9813.0,10627.0,12921.0,13993.0,9000.0,10267.0,12684.0,13713.0,33,8175.0,1,671,11838.5,11416.0,-4.0,-15.0,29000.0,0,3,0,4,-1.0
103556,0,2,4,6,200,75,6,2,1,74384,6,6948.0,8262.0,10592.0,12239.0,5919.0,7638.0,9171.0,11071.0,33,7210.0,1,803,9510.25,8449.75,-11.0,-6.0,19000.0,0,3,0,4,-1.0
103557,0,2,4,16,308,122,14,2,2,91061,6,7019.0,8608.0,10541.0,12345.0,7139.0,8476.0,10310.0,11593.0,33,6760.0,1,1197,9628.25,9379.5,-3.0,-7.0,23000.0,0,3,2,4,-1.0
103558,0,2,3,16,312,122,15,1,1,76881,6,9489.0,10975.0,12798.0,14085.0,8754.0,10247.0,12254.0,13729.0,33,8110.0,1,1272,11836.75,11246.0,-5.0,-10.0,26000.0,0,3,2,4,-1.0
103559,0,2,4,5,140,6,1,1,1,95030,7,11358.0,14670.0,16867.0,21786.0,10570.0,12865.0,15433.0,17530.0,33,9775.0,0,1918,16170.25,14099.5,-13.0,-10.0,24000.0,2,1,2,4,5.7
103560,0,2,5,23,253,1,15,1,2,71228,6,3496.0,4586.0,6802.0,7747.0,4525.0,6072.0,7472.0,8965.0,33,4645.0,0,803,5657.75,6758.5,19.0,-4.0,14000.0,0,3,2,4,-1.0
103561,0,2,3,20,39,7,7,1,0,84393,6,9941.0,11624.0,13680.0,15964.0,9941.0,11624.0,13680.0,15964.0,33,9720.0,0,723,12802.25,12802.25,0.0,-8.0,28000.0,0,3,2,4,-1.0
103562,0,2,3,23,253,3,7,2,1,86409,6,5755.0,6997.0,9307.0,10442.0,5904.0,7204.0,8898.0,9997.0,33,5310.0,0,853,8125.25,8000.75,-2.0,-12.0,29000.0,0,3,2,4,-1.0
103563,0,2,6,6,171,107,5,1,1,67320,7,5733.0,7329.0,9241.0,10939.0,5667.0,6922.0,9119.0,10397.0,33,9720.0,0,1508,8310.5,8026.25,-3.0,3.0,11000.0,1,1,2,4,4.0
103564,0,2,3,3,241,49,15,1,1,72048,3,7970.0,9512.0,11559.0,13193.0,7307.0,8655.0,11240.0,12752.0,33,7875.0,1,1974,10558.5,9988.5,-5.0,-8.0,24000.0,1,3,2,4,3.5
103565,0,2,7,5,140,95,14,1,1,73155,7,3205.0,4354.0,6473.0,7557.0,3778.0,4912.0,6944.0,8025.0,33,5360.0,1,1689,5397.25,5914.75,10.0,-0.0,10000.0,2,0,2,4,4.7
103566,0,2,5,3,517,48,8,1,1,87650,12,5243.0,6825.0,8637.0,10045.0,5207.0,6151.0,8100.0,9830.0,33,7375.0,0,2282,7687.5,7322.0,-5.0,-1.0,18000.0,1,2,2,-1,3.5
103567,0,2,6,5,349,91,7,1,1,72136,1,2561.0,3316.0,5367.0,6347.0,2154.0,3118.0,5083.0,6127.0,33,4045.0,0,686,4397.75,4120.5,-6.0,-1.0,12000.0,0,3,2,4,-1.0
103568,0,2,4,22,228,7,15,1,1,65978,3,5778.0,7056.0,9366.0,10599.0,5991.0,7316.0,9607.0,10912.0,33,7575.0,0,1703,8199.75,8456.5,3.0,-2.0,16000.0,0,3,2,4,-1.0
103569,0,2,5,16,312,122,3,1,0,82240,6,5382.0,6651.0,8650.0,10178.0,5565.0,6785.0,8758.0,10024.0,33,7160.0,0,1373,7715.25,7783.0,1.0,-1.0,16000.0,0,3,2,4,-1.0
103570,0,2,2,22,208,7,13,1,1,55557,6,8498.0,9627.0,12170.0,13350.0,8718.0,10257.0,11765.0,12917.0,33,7675.0,1,837,10911.25,10914.25,0.0,-15.0,28000.0,0,3,0,4,-1.0
103571,0,2,4,19,214,21,14,1,3,81642,6,5835.0,7325.0,8862.0,10373.0,6642.0,7791.0,9879.0,10726.0,33,6710.0,1,594,8098.75,8759.5,8.0,-4.0,20000.0,0,3,0,4,-1.0
103572,0,2,3,6,178,117,13,1,0,90474,1,5687.0,7168.0,9463.0,10695.0,5708.0,7260.0,9357.0,10784.0,33,5145.0,1,1341,8253.25,8277.25,0.0,-13.0,30000.0,0,3,2,4,-1.0
103573,0,2,3,26,192,0,14,1,2,54135,6,4552.0,5591.0,8231.0,9364.0,5044.0,6194.0,8547.0,9753.0,33,5565.0,1,505,6934.5,7384.5,6.0,-7.0,18000.0,0,3,2,4,-1.0
103574,0,2,3,6,200,75,13,1,1,73551,6,9041.0,10477.0,13053.0,14543.0,9069.0,10958.0,12501.0,14051.0,33,7980.0,1,803,11778.5,11644.75,-1.0,-11.0,25000.0,0,3,0,4,-1.0
103575,0,2,4,6,484,77,3,1,1,79301,6,4273.0,5622.0,7723.0,9502.0,4833.0,6437.0,8280.0,9718.0,33,5765.0,1,920,6780.0,7317.0,8.0,-4.0,20000.0,0,3,2,4,-1.0
103576,0,2,3,23,532,7,3,1,0,76605,7,7732.0,9707.0,12189.0,13745.0,7584.0,9679.0,11792.0,13413.0,33,6465.0,1,1623,10843.25,10617.0,-2.0,-13.0,26000.0,0,0,0,4,2.2
103577,0,2,6,27,441,84,13,1,1,66758,4,9664.0,11910.0,14593.0,16706.0,9364.0,11149.0,13611.0,15271.0,33,10505.0,1,1215,13218.25,12348.75,-7.0,-3.0,11000.0,0,0,2,4,-1.0
103578,0,2,3,3,241,48,14,1,2,98952,3,7352.0,8673.0,10567.0,12274.0,7974.0,9249.0,11289.0,12941.0,33,6565.0,1,2351,9716.5,10363.25,7.0,-11.0,33000.0,0,3,2,4,-1.0
103579,0,2,4,20,39,7,7,1,2,81526,6,6062.0,7580.0,10392.0,11307.0,7215.0,9307.0,10133.0,12269.0,33,7380.0,1,723,8835.25,9731.0,10.0,-4.0,20000.0,0,3,2,4,-1.0
103580,0,2,4,5,140,91,14,1,1,77912,7,8376.0,10759.0,11931.0,14606.0,8426.0,10578.0,12177.0,14910.0,33,9080.0,1,1272,11418.0,11522.75,1.0,-5.0,19000.0,1,0,2,4,3.7
103581,0,2,2,3,241,48,7,1,2,86786,3,7799.0,8672.0,11922.0,12650.0,8765.0,10063.0,12453.0,13718.0,33,7140.0,1,2152,10260.75,11249.75,10.0,-15.0,43000.0,1,3,2,4,3.5
103582,0,2,5,26,192,72,13,1,2,54378,6,2906.0,3865.0,5918.0,7123.0,2790.0,3640.0,5618.0,6578.0,33,5365.0,1,505,4953.0,4656.5,-6.0,2.0,11000.0,0,3,2,4,-1.0
103583,3,2,3,3,517,48,3,1,1,59816,12,6063.0,7981.0,9954.0,13103.0,5873.0,7499.0,9734.0,11522.0,33,7530.0,0,1583,9275.25,8657.0,-7.0,-6.0,20000.0,1,2,2,-1,3.5
103584,3,2,6,19,154,48,14,1,1,84983,7,4604.0,5682.0,7692.0,9121.0,5456.0,6981.0,9089.0,11100.0,33,8180.0,0,983,6774.75,8156.5,20.0,3.0,14000.0,0,3,2,4,-1.0
103585,3,2,2,3,241,48,7,1,2,65258,3,7760.0,8670.0,11759.0,12718.0,9149.0,10613.0,12848.0,14201.0,33,8355.0,0,1703,10226.75,11702.75,14.0,-9.0,33000.0,1,3,2,4,3.5
103586,3,2,4,20,304,75,13,1,0,83348,3,9386.0,11055.0,13596.0,15318.0,9386.0,11055.0,13596.0,15318.0,33,10180.0,1,1243,12338.75,12338.75,0.0,-4.0,21000.0,0,3,2,4,-1.0
103587,3,2,2,4,428,53,15,1,2,72510,6,7949.0,8821.0,11407.0,12118.0,8760.0,9887.0,12093.0,13261.0,33,7580.0,0,1155,10073.75,11000.25,9.0,-12.0,36000.0,0,3,0,4,-1.0
103588,3,2,2,6,490,75,6,1,2,79534,6,5590.0,6632.0,6537.0,7663.0,5980.0,7158.0,6958.0,8231.0,3,4620.0,0,920,6605.5,7081.75,7.0,-15.0,40000.0,1,3,2,4,-1.0
103589,3,2,4,13,405,7,3,1,2,66051,1,2419.0,3136.0,3113.0,3887.0,2788.0,3582.0,3511.0,4369.0,3,3790.0,0,533,3138.75,3562.5,14.0,5.0,17000.0,0,3,2,4,-1.0
103590,3,2,7,3,519,48,15,1,2,62576,12,2471.0,3084.0,3169.0,3831.0,1751.0,2316.0,2391.0,3001.0,3,4090.0,0,4210,3138.75,2364.75,-25.0,4.0,9000.0,1,2,2,-1,3.4
103591,3,2,5,17,332,7,6,1,1,80631,12,4358.0,5653.0,5207.0,6605.0,5170.0,6121.0,6084.0,7111.0,3,3975.0,0,1633,5455.75,6121.5,12.0,-5.0,16000.0,1,3,2,4,-1.0
103592,3,2,5,3,509,60,7,1,3,49295,7,4931.0,5814.0,5825.0,6779.0,5689.0,6773.0,6644.0,7815.0,3,6905.0,0,834,5837.25,6730.25,15.0,4.0,10000.0,0,0,1,4,4.2
103593,1,2,4,5,469,91,3,1,1,66650,6,4331.0,5405.0,5177.0,6337.0,7539.0,8889.0,8642.0,10100.0,3,4590.0,0,1020,5312.5,8792.5,66.0,-3.0,17000.0,0,3,0,4,-1.0
103594,1,2,6,9,450,7,2,1,1,71586,6,2489.0,3566.0,3188.0,4351.0,2489.0,3566.0,3188.0,4351.0,3,4190.0,0,1103,3398.5,3398.5,0.0,4.0,12000.0,0,3,0,4,-1.0
103595,1,2,3,6,177,75,7,1,1,54220,3,6266.0,7716.0,7267.0,8833.0,6266.0,7716.0,7267.0,8833.0,3,6405.0,0,1169,7520.5,7520.5,0.0,-5.0,18000.0,1,3,2,4,-1.0
103596,1,2,5,5,471,21,3,1,1,50901,6,4481.0,6235.0,5339.0,7234.0,4481.0,6235.0,5339.0,7234.0,3,4190.0,0,1086,5822.25,5822.25,0.0,-6.0,10000.0,1,3,2,4,-1.0
103597,1,2,3,5,290,75,7,1,2,45257,10,7500.0,8740.0,8600.0,9939.0,7500.0,8740.0,8600.0,9939.0,3,8705.0,0,975,8694.75,8694.75,0.0,0.0,15000.0,1,3,2,-1,2.7
